"State","County","year","income"
"South Dakota","Hutchinson",2016,47581
"South Dakota","Hyde",2016,43823
"South Dakota","Jackson",2016,22786
"South Dakota","Jerauld",2016,48633
"South Dakota","Jones",2016,45884
"South Dakota","Kingsbury",2016,47124
"South Dakota","Lake",2016,53315
"South Dakota","Lawrence",2016,45940
"South Dakota","Lincoln",2016,65179
"South Dakota","Lyman",2016,39882
"South Dakota","McCook",2016,47141
"South Dakota","McPherson",2016,31650
"South Dakota","Marshall",2016,43613
"South Dakota","Meade",2016,41211
"South Dakota","Mellette",2016,23912
"South Dakota","Miner",2016,42324
"South Dakota","Minnehaha",2016,53108
"South Dakota","Moody",2016,48680
"South Dakota","Oglala Lakota",2016,23188
"South Dakota","Pennington",2016,48068
"South Dakota","Perkins",2016,37807
"South Dakota","Potter",2016,65470
"South Dakota","Roberts",2016,33799
"South Dakota","Sanborn",2016,43457
"South Dakota","Spink",2016,49826
"South Dakota","Stanley",2016,63218
"South Dakota","Sully",2016,57016
"South Dakota","Todd",2016,23476
"South Dakota","Tripp",2016,42492
"South Dakota","Turner",2016,69158
"South Dakota","Union",2016,95207
"South Dakota","Walworth",2016,43237
"South Dakota","Yankton",2016,45361
"South Dakota","Ziebach",2016,19785
"Tennessee",NA,2016,43726
"Tennessee","Anderson",2016,39659
"Tennessee","Bedford",2016,35087
"Tennessee","Benton",2016,31567
"Tennessee","Bledsoe",2016,24290
"Tennessee","Blount",2016,39912
"Tennessee","Bradley",2016,37423
"Tennessee","Campbell",2016,31847
"Tennessee","Cannon",2016,34023
"Tennessee","Carroll",2016,34125
"Tennessee","Carter",2016,32095
"Tennessee","Cheatham",2016,40779
"Tennessee","Chester",2016,31868
"Tennessee","Claiborne",2016,33140
"Tennessee","Clay",2016,28819
"Tennessee","Cocke",2016,30282
"Tennessee","Coffee",2016,36771
"Tennessee","Crockett",2016,34677
"Tennessee","Cumberland",2016,34810
"Tennessee","Davidson",2016,59135
"Tennessee","Decatur",2016,41029
"Tennessee","DeKalb",2016,37704
"Tennessee","Dickson",2016,37579
"Tennessee","Dyer",2016,37851
"Tennessee","Fayette",2016,51961
"Tennessee","Fentress",2016,30366
"Tennessee","Franklin",2016,36021
"Tennessee","Gibson",2016,36422
"Tennessee","Giles",2016,36794
"Tennessee","Grainger",2016,30848
"Tennessee","Greene",2016,37665
"Tennessee","Grundy",2016,29391
"Tennessee","Hamblen",2016,35089
"Tennessee","Hamilton",2016,48244
"Tennessee","Hancock",2016,25563
"Tennessee","Hardeman",2016,27863
"Tennessee","Hardin",2016,36679
"Tennessee","Hawkins",2016,32181
"Tennessee","Haywood",2016,30605
"Tennessee","Henderson",2016,33321
"Tennessee","Henry",2016,39405
"Tennessee","Hickman",2016,30049
"Tennessee","Houston",2016,30813
"Tennessee","Humphreys",2016,36774
"Tennessee","Jackson",2016,29190
"Tennessee","Jefferson",2016,33160
"Tennessee","Johnson",2016,30327
"Tennessee","Knox",2016,46360
"Tennessee","Lake",2016,22300
"Tennessee","Lauderdale",2016,28313
"Tennessee","Lawrence",2016,32504
"Tennessee","Lewis",2016,32167
"Tennessee","Lincoln",2016,38803
"Tennessee","Loudon",2016,44707
"Tennessee","McMinn",2016,33722
"Tennessee","McNairy",2016,31044
"Tennessee","Macon",2016,31629
"Tennessee","Madison",2016,39965
"Tennessee","Marion",2016,35950
"Tennessee","Marshall",2016,35587
"Tennessee","Maury",2016,39918
"Tennessee","Meigs",2016,31637
"Tennessee","Monroe",2016,31572
"Tennessee","Montgomery",2016,39791
"Tennessee","Moore",2016,38696
"Tennessee","Morgan",2016,27538
"Tennessee","Obion",2016,37747
"Tennessee","Overton",2016,31101
"Tennessee","Perry",2016,32410
"Tennessee","Pickett",2016,36616
"Tennessee","Polk",2016,31954
"Tennessee","Putnam",2016,37338
"Tennessee","Rhea",2016,32753
"Tennessee","Roane",2016,38229
"Tennessee","Robertson",2016,38995
"Tennessee","Rutherford",2016,38634
"Tennessee","Scott",2016,27627
"Tennessee","Sequatchie",2016,35317
"Tennessee","Sevier",2016,36909
"Tennessee","Shelby",2016,46015
"Tennessee","Smith",2016,35104
"Tennessee","Stewart",2016,38751
"Tennessee","Sullivan",2016,39870
"Tennessee","Sumner",2016,45083
"Tennessee","Tipton",2016,36399
"Tennessee","Trousdale",2016,29789
"Tennessee","Unicoi",2016,35358
"Tennessee","Union",2016,29862
"Tennessee","Van Buren",2016,30102
"Tennessee","Warren",2016,32823
"Tennessee","Washington",2016,40412
"Tennessee","Wayne",2016,26167
"Tennessee","Weakley",2016,34868
"Tennessee","White",2016,31151
"Tennessee","Williamson",2016,92654
"Tennessee","Wilson",2016,45494
"Texas",NA,2016,45616
"Texas","Anderson",2016,32898
"Texas","Andrews",2016,40264
"Texas","Angelina",2016,37061
"Texas","Aransas",2016,43373
"Texas","Archer",2016,45567
"Texas","Armstrong",2016,45666
"Texas","Atascosa",2016,33612
"Texas","Austin",2016,48451
"Texas","Bailey",2016,38914
"Texas","Bandera",2016,41072
"Texas","Bastrop",2016,33552
"Texas","Baylor",2016,37051
"Texas","Bee",2016,26193
"Texas","Bell",2016,40809
"Texas","Bexar",2016,42294
"Texas","Blanco",2016,47445
"Texas","Borden",2016,50311
"Texas","Bosque",2016,39752
"Texas","Bowie",2016,37579
"Texas","Brazoria",2016,45539
"Texas","Brazos",2016,35607
"Texas","Brewster",2016,42795
"Texas","Briscoe",2016,29792
"Texas","Brooks",2016,32958
"Texas","Brown",2016,35595
"Texas","Burleson",2016,39309
"Texas","Burnet",2016,43701
"Texas","Caldwell",2016,31484
"Texas","Calhoun",2016,35361
"Texas","Callahan",2016,36802
"Texas","Cameron",2016,27023
"Texas","Camp",2016,36857
"Texas","Carson",2016,41952
"Texas","Cass",2016,34656
"Texas","Castro",2016,46415
"Texas","Chambers",2016,51304
"Texas","Cherokee",2016,33310
"Texas","Childress",2016,27827
"Texas","Clay",2016,41629
"Texas","Cochran",2016,35567
"Texas","Coke",2016,39278
"Texas","Coleman",2016,36684
"Texas","Collin",2016,61716
"Texas","Collingsworth",2016,34724
"Texas","Colorado",2016,42593
"Texas","Comal",2016,54832
"Texas","Comanche",2016,37271
"Texas","Concho",2016,19993
"Texas","Cooke",2016,45948
"Texas","Coryell",2016,31900
"Texas","Cottle",2016,51899
"Texas","Crane",2016,37159
"Texas","Crockett",2016,35792
"Texas","Crosby",2016,27201
"Texas","Culberson",2016,43992
"Texas","Dallam",2016,50879
"Texas","Dallas",2016,53531
"Texas","Dawson",2016,31103
"Texas","Deaf Smith",2016,40441
"Texas","Delta",2016,35151
"Texas","Denton",2016,52275
"Texas","DeWitt",2016,48365
"Texas","Dickens",2016,30199
"Texas","Dimmit",2016,31542
"Texas","Donley",2016,39701
"Texas","Duval",2016,33698
"Texas","Eastland",2016,48583
"Texas","Ector",2016,37676
"Texas","Edwards",2016,32637
"Texas","Ellis",2016,41204
"Texas","El Paso",2016,33321
"Texas","Erath",2016,35487
"Texas","Falls",2016,31365
"Texas","Fannin",2016,35465
"Texas","Fayette",2016,46724
"Texas","Fisher",2016,36334
"Texas","Floyd",2016,32959
"Texas","Foard",2016,36709
"Texas","Fort Bend",2016,54204
"Texas","Franklin",2016,35928
"Texas","Freestone",2016,34850
"Texas","Frio",2016,26042
"Texas","Gaines",2016,32532
"Texas","Galveston",2016,48289
"Texas","Garza",2016,26060
"Texas","Gillespie",2016,54825
"Texas","Glasscock",2016,65947
"Texas","Goliad",2016,40438
"Texas","Gonzales",2016,37962
"Texas","Gray",2016,38572
"Texas","Grayson",2016,39971
"Texas","Gregg",2016,43053
"Texas","Grimes",2016,32856
"Texas","Guadalupe",2016,42066
"Texas","Hale",2016,29609
"Texas","Hall",2016,25421
"Texas","Hamilton",2016,54041
"Texas","Hansford",2016,53798
"Texas","Hardeman",2016,37864
"Texas","Hardin",2016,43228
"Texas","Harris",2016,50511
"Texas","Harrison",2016,39057
"Texas","Hartley",2016,53218
"Texas","Haskell",2016,33290
"Texas","Hays",2016,40460
"Texas","Hemphill",2016,56371
"Texas","Henderson",2016,36736
"Texas","Hidalgo",2016,25111
"Texas","Hill",2016,36369
"Texas","Hockley",2016,37293
"Texas","Hood",2016,46383
"Texas","Hopkins",2016,36250
"Texas","Houston",2016,35090
"Texas","Howard",2016,34024
"Texas","Hudspeth",2016,32556
"Texas","Hunt",2016,35814
"Texas","Hutchinson",2016,40876
"Texas","Irion",2016,54521
"Texas","Jack",2016,36347
"Texas","Jackson",2016,37805
"Texas","Jasper",2016,37997
"Texas","Jeff Davis",2016,39488
"Texas","Jefferson",2016,41102
"Texas","Jim Hogg",2016,29683
"Texas","Jim Wells",2016,37170
"Texas","Johnson",2016,38654
"Texas","Jones",2016,29163
"Texas","Karnes",2016,40470
"Texas","Kaufman",2016,39988
"Texas","Kendall",2016,81213
"Texas","Kenedy",2016,40440
"Texas","Kent",2016,45594
"Texas","Kerr",2016,45483
"Texas","Kimble",2016,42915
"Texas","King",2016,53625
"Texas","Kinney",2016,28701
"Texas","Kleberg",2016,35920
"Texas","Knox",2016,35657
"Texas","Lamar",2016,38668
"Texas","Lamb",2016,34238
"Texas","Lampasas",2016,47330
"Texas","La Salle",2016,33293
"Texas","Lavaca",2016,46258
"Texas","Lee",2016,42861
"Texas","Leon",2016,36535
"Texas","Liberty",2016,35306
"Texas","Limestone",2016,32615
"Texas","Lipscomb",2016,48639
"Texas","Live Oak",2016,31056
"Texas","Llano",2016,45332
"Texas","Loving",2016,44530
"Texas","Lubbock",2016,39981
"Texas","Lynn",2016,31209
"Texas","McCulloch",2016,34675
"Texas","McLennan",2016,38353
"Texas","McMullen",2016,63511
"Texas","Madison",2016,28695
"Texas","Marion",2016,34675
"Texas","Martin",2016,44286
"Texas","Mason",2016,38870
"Texas","Matagorda",2016,39340
"Texas","Maverick",2016,27495
"Texas","Medina",2016,36801
"Texas","Menard",2016,35913
"Texas","Midland",2016,75668
"Texas","Milam",2016,35855
"Texas","Mills",2016,35655
"Texas","Mitchell",2016,28915
"Texas","Montague",2016,37531
"Texas","Montgomery",2016,55493
"Texas","Moore",2016,38631
"Texas","Morris",2016,39989
"Texas","Motley",2016,29494
"Texas","Nacogdoches",2016,34687
"Texas","Navarro",2016,35887
"Texas","Newton",2016,30259
"Texas","Nolan",2016,38196
"Texas","Nueces",2016,40231
"Texas","Ochiltree",2016,49636
"Texas","Oldham",2016,49574
"Texas","Orange",2016,42304
"Texas","Palo Pinto",2016,35982
"Texas","Panola",2016,38031
"Texas","Parker",2016,50291
"Texas","Parmer",2016,41817
"Texas","Pecos",2016,31731
"Texas","Polk",2016,37521
"Texas","Potter",2016,40158
"Texas","Presidio",2016,38925
"Texas","Rains",2016,32407
"Texas","Randall",2016,45551
"Texas","Reagan",2016,38952
"Texas","Real",2016,32294
"Texas","Red River",2016,38781
"Texas","Reeves",2016,29701
"Texas","Refugio",2016,38330
"Texas","Roberts",2016,36938
"Texas","Robertson",2016,38395
"Texas","Rockwall",2016,56490
"Texas","Runnels",2016,37946
"Texas","Rusk",2016,34172
"Texas","Sabine",2016,33433
"Texas","San Augustine",2016,35297
"Texas","San Jacinto",2016,32889
"Texas","San Patricio",2016,41228
"Texas","San Saba",2016,36539
"Texas","Schleicher",2016,39972
"Texas","Scurry",2016,37467
"Texas","Shackelford",2016,82974
"Texas","Shelby",2016,35460
"Texas","Sherman",2016,55578
"Texas","Smith",2016,46218
"Texas","Somervell",2016,42809
"Texas","Starr",2016,24574
"Texas","Stephens",2016,37650
"Texas","Sterling",2016,50618
"Texas","Stonewall",2016,45758
"Texas","Sutton",2016,53952
"Texas","Swisher",2016,39019
"Texas","Tarrant",2016,46461
"Texas","Taylor",2016,42087
"Texas","Terrell",2016,48983
"Texas","Terry",2016,28409
"Texas","Throckmorton",2016,34757
"Texas","Titus",2016,32417
"Texas","Tom Green",2016,41696
"Texas","Travis",2016,58770
"Texas","Trinity",2016,33260
"Texas","Tyler",2016,31237
"Texas","Upshur",2016,33947
"Texas","Upton",2016,37917
"Texas","Uvalde",2016,36481
"Texas","Val Verde",2016,34189
"Texas","Van Zandt",2016,35530
"Texas","Victoria",2016,41594
"Texas","Walker",2016,26726
"Texas","Waller",2016,37201
"Texas","Ward",2016,37436
"Texas","Washington",2016,47791
"Texas","Webb",2016,29448
"Texas","Wharton",2016,39194
"Texas","Wheeler",2016,36574
"Texas","Wichita",2016,39723
"Texas","Wilbarger",2016,38656
"Texas","Willacy",2016,26674
"Texas","Williamson",2016,46300
"Texas","Wilson",2016,41077
"Texas","Winkler",2016,38122
"Texas","Wise",2016,40367
"Texas","Wood",2016,36160
"Texas","Yoakum",2016,33280
"Texas","Young",2016,45297
"Texas","Zapata",2016,25198
"Texas","Zavala",2016,26243
"Utah",NA,2016,42375
"Utah","Beaver",2016,28722
"Utah","Box Elder",2016,34463
"Utah","Cache",2016,35600
"Utah","Carbon",2016,34708
"Utah","Daggett",2016,37879
"Utah","Davis",2016,42833
"Utah","Duchesne",2016,32963
"Utah","Emery",2016,29775
"Utah","Garfield",2016,34750
"Utah","Grand",2016,46350
"Utah","Iron",2016,29410
"Utah","Juab",2016,33159
"Utah","Kane",2016,37837
"Utah","Millard",2016,34272
"Utah","Morgan",2016,48054
"Utah","Piute",2016,31175
"Utah","Rich",2016,34053
"Utah","Salt Lake",2016,48150
"Utah","San Juan",2016,24069
"Utah","Sanpete",2016,27233
"Utah","Sevier",2016,30534
"Utah","Summit",2016,117039
"Utah","Tooele",2016,34269
"Utah","Uintah",2016,28580
"Utah","Utah",2016,37454
"Utah","Wasatch",2016,48147
"Utah","Washington",2016,34775
"Utah","Wayne",2016,33807
"Utah","Weber",2016,38222
"Vermont",NA,2016,50796
"Vermont","Addison",2016,47763
"Vermont","Bennington",2016,49731
"Vermont","Caledonia",2016,39252
"Vermont","Chittenden",2016,57630
"Vermont","Essex",2016,33875
"Vermont","Franklin",2016,43222
"Vermont","Grand Isle",2016,55911
"Vermont","Lamoille",2016,50569
"Vermont","Orange",2016,44107
"Vermont","Orleans",2016,41180
"Vermont","Rutland",2016,49111
"Vermont","Washington",2016,56943
"Vermont","Windham",2016,48111
"Vermont","Windsor",2016,53480
"Virginia",NA,2016,53605
"Virginia","Accomack",2016,39211
"Virginia","Amelia",2016,42420
"Virginia","Amherst",2016,34660
"Virginia","Appomattox",2016,35934
"Virginia","Arlington",2016,87719
"Virginia","Bath",2016,56791
"Virginia","Bedford",2016,42829
"Virginia","Bland",2016,33342
"Virginia","Botetourt",2016,47474
"Virginia","Brunswick",2016,30961
"Virginia","Buchanan",2016,31640
"Virginia","Buckingham",2016,28388
"Virginia","Caroline",2016,39326
"Virginia","Charles City",2016,42147
"Virginia","Charlotte",2016,33891
"Virginia","Chesterfield",2016,50348
"Virginia","Clarke",2016,62428
"Virginia","Craig",2016,34951
"Virginia","Culpeper",2016,43564
"Virginia","Cumberland",2016,35991
"Virginia","Dickenson",2016,29614
"Virginia","Essex",2016,39007
"Virginia","Fauquier",2016,65092
"Virginia","Floyd",2016,35961
"Virginia","Fluvanna",2016,41377
"Virginia","Franklin",2016,38161
"Virginia","Giles",2016,37181
"Virginia","Gloucester",2016,46566
"Virginia","Goochland",2016,90133
"Virginia","Grayson",2016,30715
"Virginia","Greene",2016,41365
"Virginia","Halifax",2016,34474
"Virginia","Hanover",2016,56766
"Virginia","Henrico",2016,61381
"Virginia","Highland",2016,42494
"Virginia","Isle of Wight",2016,51671
"Virginia","King and Queen",2016,39771
"Virginia","King George",2016,49977
"Virginia","King William",2016,43771
"Virginia","Lancaster",2016,54062
"Virginia","Lee",2016,28194
"Virginia","Loudoun",2016,73295
"Virginia","Louisa",2016,39418
"Virginia","Lunenburg",2016,31773
"Virginia","Madison",2016,48579
"Virginia","Mathews",2016,51777
"Virginia","Mecklenburg",2016,34658
"Virginia","Middlesex",2016,46188
"Virginia","Nelson",2016,47313
"Virginia","New Kent",2016,65131
"Virginia","Northampton",2016,44304
"Virginia","Northumberland",2016,47818
"Virginia","Nottoway",2016,32901
"Virginia","Orange",2016,45973
"Virginia","Page",2016,36559
"Virginia","Patrick",2016,31917
"Virginia","Powhatan",2016,52427
"Virginia","Prince Edward",2016,29404
"Virginia","Pulaski",2016,37559
"Virginia","Rappahannock",2016,59184
"Virginia","Richmond",2016,34973
"Virginia","Russell",2016,31088
"Virginia","Scott",2016,31597
"Virginia","Shenandoah",2016,41819
"Virginia","Smyth",2016,35394
"Virginia","Stafford",2016,51812
"Virginia","Surry",2016,40414
"Virginia","Sussex",2016,28994
"Virginia","Tazewell",2016,33965
"Virginia","Warren",2016,44094
"Virginia","Westmoreland",2016,40239
"Virginia","Wythe",2016,33076
"Virginia","Independent cities:",2016,NA
"Virginia","Alexandria",2016,82954
"Virginia","Chesapeake",2016,47432
"Virginia","Hampton",2016,40790
"Virginia","Newport News",2016,40504
"Virginia","Norfolk",2016,38826
"Virginia","Portsmouth",2016,38141
"Virginia","Richmond",2016,51684
"Virginia","Roanoke",2016,41153
"Virginia","Suffolk",2016,48579
"Virginia","Virginia Beach",2016,53616
"Virginia","Combination areas2:",2016,NA
"Virginia","Albemarle + Charlottesville",2016,65680
"Virginia","Alleghany + Covington",2016,37033
"Virginia","Augusta, Staunton + Waynesboro",2016,41224
"Virginia","Campbell + Lynchburg",2016,35469
"Virginia","Carroll + Galax",2016,33542
"Virginia","Dinwiddie, Colonial Heights + Petersburg",2016,38252
"Virginia","Fairfax, Fairfax City + Falls Church",2016,76787
"Virginia","Frederick + Winchester",2016,47257
"Virginia","Greensville + Emporia",2016,30127
"Virginia","Henry + Martinsville",2016,36849
"Virginia","James City + Williamsburg",2016,61603
"Virginia","Montgomery + Radford",2016,34667
"Virginia","Pittsylvania + Danville",2016,35604
"Virginia","Prince George + Hopewell",2016,36296
"Virginia","Prince William, Manassas + Manassas Park",2016,51354
"Virginia","Roanoke + Salem",2016,49335
"Virginia","Rockbridge, Buena Vista + Lexington",2016,37886
"Virginia","Rockingham + Harrisonburg",2016,36730
"Virginia","Southampton + Franklin",2016,38201
"Virginia","Spotsylvania + Fredericksburg",2016,47484
"Virginia","Washington + Bristol",2016,36780
"Virginia","Wise + Norton",2016,30550
"Virginia","York + Poquoson",2016,55146
"Washington",NA,2016,55884
"Washington","Adams",2016,40769
"Washington","Asotin",2016,43722
"Washington","Benton",2016,45223
"Washington","Chelan",2016,50079
"Washington","Clallam",2016,42593
"Washington","Clark",2016,48692
"Washington","Columbia",2016,46301
"Washington","Cowlitz",2016,41827
"Washington","Douglas",2016,38059
"Washington","Ferry",2016,35572
"Washington","Franklin",2016,35428
"Washington","Garfield",2016,39808
"Washington","Grant",2016,38340
"Washington","Grays Harbor",2016,37292
"Washington","Island",2016,50645
"Washington","Jefferson",2016,47338
"Washington","King",2016,79742
"Washington","Kitsap",2016,50518
"Washington","Kittitas",2016,39783
"Washington","Klickitat",2016,43991
"Washington","Lewis",2016,39641
"Washington","Lincoln",2016,43984
"Washington","Mason",2016,39190
"Washington","Okanogan",2016,40585
"Washington","Pacific",2016,39590
"Washington","Pend Oreille",2016,38751
"Washington","Pierce",2016,47310
"Washington","San Juan",2016,71936
"Washington","Skagit",2016,47870
"Washington","Skamania",2016,42513
"Washington","Snohomish",2016,50344
"Washington","Spokane",2016,42894
"Washington","Stevens",2016,36802
"Washington","Thurston",2016,47328
"Washington","Wahkiakum",2016,40111
"Washington","Walla Walla",2016,42464
"Washington","Whatcom",2016,45089
"Washington","Whitman",2016,36403
"Washington","Yakima",2016,40285
"West Virginia",NA,2016,36931
"West Virginia","Barbour",2016,29150
"West Virginia","Berkeley",2016,38466
"West Virginia","Boone",2016,30171
"West Virginia","Braxton",2016,29554
"West Virginia","Brooke",2016,37740
"West Virginia","Cabell",2016,38581
"West Virginia","Calhoun",2016,26886
"West Virginia","Clay",2016,28236
"West Virginia","Doddridge",2016,25015
"West Virginia","Fayette",2016,31469
"West Virginia","Gilmer",2016,26554
"West Virginia","Grant",2016,35376
"West Virginia","Greenbrier",2016,34931
"West Virginia","Hampshire",2016,33282
"West Virginia","Hancock",2016,38659
