"State","County","year","income"
"Montana","Liberty",2016,34833
"Montana","Lincoln",2016,32579
"Montana","McCone",2016,41282
"Montana","Madison",2016,45613
"Montana","Meagher",2016,44559
"Montana","Mineral",2016,36610
"Montana","Missoula",2016,44646
"Montana","Musselshell",2016,37384
"Montana","Park",2016,45019
"Montana","Petroleum",2016,41494
"Montana","Phillips",2016,37045
"Montana","Pondera",2016,40676
"Montana","Powder River",2016,35872
"Montana","Powell",2016,38958
"Montana","Prairie",2016,40820
"Montana","Ravalli",2016,40481
"Montana","Richland",2016,54128
"Montana","Roosevelt",2016,30756
"Montana","Rosebud",2016,39764
"Montana","Sanders",2016,32567
"Montana","Sheridan",2016,51218
"Montana","Silver Bow",2016,44818
"Montana","Stillwater",2016,47095
"Montana","Sweet Grass",2016,41612
"Montana","Teton",2016,44180
"Montana","Toole",2016,41173
"Montana","Treasure",2016,45700
"Montana","Valley",2016,42376
"Montana","Wheatland",2016,36412
"Montana","Wibaux",2016,40989
"Montana","Yellowstone",2016,47724
"Nebraska",NA,2016,49703
"Nebraska","Adams",2016,45615
"Nebraska","Antelope",2016,50245
"Nebraska","Arthur",2016,39906
"Nebraska","Banner",2016,70832
"Nebraska","Blaine",2016,67179
"Nebraska","Boone",2016,57209
"Nebraska","Box Butte",2016,42644
"Nebraska","Boyd",2016,48707
"Nebraska","Brown",2016,57469
"Nebraska","Buffalo",2016,49640
"Nebraska","Burt",2016,48634
"Nebraska","Butler",2016,43999
"Nebraska","Cass",2016,49379
"Nebraska","Cedar",2016,52010
"Nebraska","Chase",2016,50409
"Nebraska","Cherry",2016,52670
"Nebraska","Cheyenne",2016,47485
"Nebraska","Clay",2016,43798
"Nebraska","Colfax",2016,41303
"Nebraska","Cuming",2016,72566
"Nebraska","Custer",2016,51554
"Nebraska","Dakota",2016,39862
"Nebraska","Dawes",2016,37097
"Nebraska","Dawson",2016,41476
"Nebraska","Deuel",2016,40754
"Nebraska","Dixon",2016,44382
"Nebraska","Dodge",2016,43974
"Nebraska","Douglas",2016,57785
"Nebraska","Dundy",2016,56297
"Nebraska","Fillmore",2016,53169
"Nebraska","Franklin",2016,43416
"Nebraska","Frontier",2016,43451
"Nebraska","Furnas",2016,46856
"Nebraska","Gage",2016,45719
"Nebraska","Garden",2016,42440
"Nebraska","Garfield",2016,51933
"Nebraska","Gosper",2016,46707
"Nebraska","Grant",2016,55173
"Nebraska","Greeley",2016,43529
"Nebraska","Hall",2016,39799
"Nebraska","Hamilton",2016,49810
"Nebraska","Harlan",2016,44533
"Nebraska","Hayes",2016,55907
"Nebraska","Hitchcock",2016,37562
"Nebraska","Holt",2016,52751
"Nebraska","Hooker",2016,63300
"Nebraska","Howard",2016,42527
"Nebraska","Jefferson",2016,46630
"Nebraska","Johnson",2016,34495
"Nebraska","Kearney",2016,63529
"Nebraska","Keith",2016,42981
"Nebraska","Keya Paha",2016,69845
"Nebraska","Kimball",2016,40950
"Nebraska","Knox",2016,43669
"Nebraska","Lancaster",2016,45870
"Nebraska","Lincoln",2016,46475
"Nebraska","Logan",2016,51749
"Nebraska","Loup",2016,67387
"Nebraska","McPherson",2016,57348
"Nebraska","Madison",2016,46404
"Nebraska","Merrick",2016,47561
"Nebraska","Morrill",2016,49482
"Nebraska","Nance",2016,37216
"Nebraska","Nemaha",2016,47359
"Nebraska","Nuckolls",2016,46253
"Nebraska","Otoe",2016,49001
"Nebraska","Pawnee",2016,43804
"Nebraska","Perkins",2016,52515
"Nebraska","Phelps",2016,60086
"Nebraska","Pierce",2016,51236
"Nebraska","Platte",2016,46730
"Nebraska","Polk",2016,47661
"Nebraska","Red Willow",2016,43243
"Nebraska","Richardson",2016,45055
"Nebraska","Rock",2016,59798
"Nebraska","Saline",2016,40595
"Nebraska","Sarpy",2016,47009
"Nebraska","Saunders",2016,48259
"Nebraska","Scotts Bluff",2016,41808
"Nebraska","Seward",2016,45794
"Nebraska","Sheridan",2016,44119
"Nebraska","Sherman",2016,40147
"Nebraska","Sioux",2016,63356
"Nebraska","Stanton",2016,45239
"Nebraska","Thayer",2016,51044
"Nebraska","Thomas",2016,62337
"Nebraska","Thurston",2016,43014
"Nebraska","Valley",2016,45102
"Nebraska","Washington",2016,53329
"Nebraska","Wayne",2016,42270
"Nebraska","Webster",2016,47967
"Nebraska","Wheeler",2016,107020
"Nebraska","York",2016,46372
"Nevada",NA,2016,44967
"Nevada","Churchill",2016,39636
"Nevada","Clark",2016,43573
"Nevada","Douglas",2016,65461
"Nevada","Elko",2016,43116
"Nevada","Esmeralda",2016,43768
"Nevada","Eureka",2016,34927
"Nevada","Humboldt",2016,44074
"Nevada","Lander",2016,56588
"Nevada","Lincoln",2016,33954
"Nevada","Lyon",2016,35457
"Nevada","Mineral",2016,36499
"Nevada","Nye",2016,35557
"Nevada","Pershing",2016,30863
"Nevada","Storey",2016,45145
"Nevada","Washoe",2016,52326
"Nevada","White Pine",2016,39294
"Nevada","Carson City",2016,45617
"New Hampshire",NA,2016,56480
"New Hampshire","Belknap",2016,56224
"New Hampshire","Carroll",2016,54078
"New Hampshire","Cheshire",2016,48674
"New Hampshire","Coos",2016,40032
"New Hampshire","Grafton",2016,56627
"New Hampshire","Hillsborough",2016,56615
"New Hampshire","Merrimack",2016,53868
"New Hampshire","Rockingham",2016,66798
"New Hampshire","Strafford",2016,46776
"New Hampshire","Sullivan",2016,48745
"New Jersey",NA,2016,62701
"New Jersey","Atlantic",2016,45191
"New Jersey","Bergen",2016,79145
"New Jersey","Burlington",2016,57802
"New Jersey","Camden",2016,50164
"New Jersey","Cape May",2016,55995
"New Jersey","Cumberland",2016,37515
"New Jersey","Essex",2016,62253
"New Jersey","Gloucester",2016,50747
"New Jersey","Hudson",2016,58466
"New Jersey","Hunterdon",2016,83645
"New Jersey","Mercer",2016,64505
"New Jersey","Middlesex",2016,56526
"New Jersey","Monmouth",2016,72873
"New Jersey","Morris",2016,90853
"New Jersey","Ocean",2016,48490
"New Jersey","Passaic",2016,47770
"New Jersey","Salem",2016,45690
"New Jersey","Somerset",2016,92248
"New Jersey","Sussex",2016,56914
"New Jersey","Union",2016,62526
"New Jersey","Warren",2016,51850
"New Mexico",NA,2016,38825
"New Mexico","Bernalillo",2016,41460
"New Mexico","Catron",2016,29944
"New Mexico","Chaves",2016,36433
"New Mexico","Cibola",2016,26956
"New Mexico","Colfax",2016,38735
"New Mexico","Curry",2016,42300
"New Mexico","De Baca",2016,39860
"New Mexico","Doña Ana",2016,34516
"New Mexico","Eddy",2016,46601
"New Mexico","Grant",2016,37462
"New Mexico","Guadalupe",2016,34000
"New Mexico","Harding",2016,43750
"New Mexico","Hidalgo",2016,38996
"New Mexico","Lea",2016,34132
"New Mexico","Lincoln",2016,39938
"New Mexico","Los Alamos",2016,68297
"New Mexico","Luna",2016,30154
"New Mexico","McKinley",2016,26316
"New Mexico","Mora",2016,41616
"New Mexico","Otero",2016,33097
"New Mexico","Quay",2016,35630
"New Mexico","Rio Arriba",2016,33122
"New Mexico","Roosevelt",2016,37083
"New Mexico","Sandoval",2016,39762
"New Mexico","San Juan",2016,33070
"New Mexico","San Miguel",2016,33056
"New Mexico","Santa Fe",2016,54386
"New Mexico","Sierra",2016,37341
"New Mexico","Socorro",2016,32756
"New Mexico","Taos",2016,35896
"New Mexico","Torrance",2016,29114
"New Mexico","Union",2016,32515
"New Mexico","Valencia",2016,31755
"New York",NA,2016,61226
"New York","Albany",2016,55698
"New York","Allegany",2016,32496
"New York","Bronx",2016,33721
"New York","Broome",2016,40613
"New York","Cattaraugus",2016,36722
"New York","Cayuga",2016,39060
"New York","Chautauqua",2016,37741
"New York","Chemung",2016,40618
"New York","Chenango",2016,38546
"New York","Clinton",2016,41060
"New York","Columbia",2016,51609
"New York","Cortland",2016,37497
"New York","Delaware",2016,35505
"New York","Dutchess",2016,51499
"New York","Erie",2016,47382
"New York","Essex",2016,41633
"New York","Franklin",2016,34523
"New York","Fulton",2016,39970
"New York","Genesee",2016,40499
"New York","Greene",2016,44014
"New York","Hamilton",2016,48929
"New York","Herkimer",2016,38018
"New York","Jefferson",2016,43674
"New York","Kings",2016,46140
"New York","Lewis",2016,40819
"New York","Livingston",2016,39165
"New York","Madison",2016,40579
"New York","Monroe",2016,48977
"New York","Montgomery",2016,38990
"New York","Nassau",2016,80690
"New York","New York",2016,165216
"New York","Niagara",2016,41750
"New York","Oneida",2016,41069
"New York","Onondaga",2016,48312
"New York","Ontario",2016,49370
"New York","Orange",2016,47807
"New York","Orleans",2016,35946
"New York","Oswego",2016,36884
"New York","Otsego",2016,40099
"New York","Putnam",2016,60550
"New York","Queens",2016,44781
"New York","Rensselaer",2016,45586
"New York","Richmond",2016,51934
"New York","Rockland",2016,55703
"New York","St. Lawrence",2016,34566
"New York","Saratoga",2016,62444
"New York","Schenectady",2016,47423
"New York","Schoharie",2016,37190
"New York","Schuyler",2016,39179
"New York","Seneca",2016,35155
"New York","Steuben",2016,41241
"New York","Suffolk",2016,62708
"New York","Sullivan",2016,42039
"New York","Tioga",2016,41904
"New York","Tompkins",2016,40989
"New York","Ulster",2016,46211
"New York","Warren",2016,48154
"New York","Washington",2016,36788
"New York","Wayne",2016,42401
"New York","Westchester",2016,96308
"New York","Wyoming",2016,36788
"New York","Yates",2016,36726
"North Carolina",NA,2016,42651
"North Carolina","Alamance",2016,37317
"North Carolina","Alexander",2016,34082
"North Carolina","Alleghany",2016,36440
"North Carolina","Anson",2016,31577
"North Carolina","Ashe",2016,34325
"North Carolina","Avery",2016,33428
"North Carolina","Beaufort",2016,39151
"North Carolina","Bertie",2016,32116
"North Carolina","Bladen",2016,32273
"North Carolina","Brunswick",2016,40295
"North Carolina","Buncombe",2016,44412
"North Carolina","Burke",2016,32359
"North Carolina","Cabarrus",2016,42529
"North Carolina","Caldwell",2016,32272
"North Carolina","Camden",2016,43184
"North Carolina","Carteret",2016,46800
"North Carolina","Caswell",2016,33394
"North Carolina","Catawba",2016,41748
"North Carolina","Chatham",2016,58600
"North Carolina","Cherokee",2016,30122
"North Carolina","Chowan",2016,36798
"North Carolina","Clay",2016,32085
"North Carolina","Cleveland",2016,34710
"North Carolina","Columbus",2016,30496
"North Carolina","Craven",2016,41563
"North Carolina","Cumberland",2016,35954
"North Carolina","Currituck",2016,43103
"North Carolina","Dare",2016,51698
"North Carolina","Davidson",2016,36441
"North Carolina","Davie",2016,44022
"North Carolina","Duplin",2016,31797
"North Carolina","Durham",2016,46255
"North Carolina","Edgecombe",2016,32303
"North Carolina","Forsyth",2016,45168
"North Carolina","Franklin",2016,33301
"North Carolina","Gaston",2016,38177
"North Carolina","Gates",2016,33796
"North Carolina","Graham",2016,29465
"North Carolina","Granville",2016,35773
"North Carolina","Greene",2016,30308
"North Carolina","Guilford",2016,43059
"North Carolina","Halifax",2016,33547
"North Carolina","Harnett",2016,32019
"North Carolina","Haywood",2016,37580
"North Carolina","Henderson",2016,39915
"North Carolina","Hertford",2016,30334
"North Carolina","Hoke",2016,29080
"North Carolina","Hyde",2016,39118
"North Carolina","Iredell",2016,47134
"North Carolina","Jackson",2016,30813
"North Carolina","Johnston",2016,37337
"North Carolina","Jones",2016,37640
"North Carolina","Lee",2016,37411
"North Carolina","Lenoir",2016,37291
"North Carolina","Lincoln",2016,42010
"North Carolina","McDowell",2016,31212
"North Carolina","Macon",2016,37263
"North Carolina","Madison",2016,31394
"North Carolina","Martin",2016,32623
"North Carolina","Mecklenburg",2016,55276
"North Carolina","Mitchell",2016,33146
"North Carolina","Montgomery",2016,32100
"North Carolina","Moore",2016,48201
"North Carolina","Nash",2016,39075
"North Carolina","New Hanover",2016,42769
"North Carolina","Northampton",2016,31164
"North Carolina","Onslow",2016,45907
"North Carolina","Orange",2016,60044
"North Carolina","Pamlico",2016,39184
"North Carolina","Pasquotank",2016,37108
"North Carolina","Pender",2016,34829
"North Carolina","Perquimans",2016,38002
"North Carolina","Person",2016,35211
"North Carolina","Pitt",2016,38611
"North Carolina","Polk",2016,42166
"North Carolina","Randolph",2016,34709
"North Carolina","Richmond",2016,33247
"North Carolina","Robeson",2016,27604
"North Carolina","Rockingham",2016,34679
"North Carolina","Rowan",2016,35489
"North Carolina","Rutherford",2016,30524
"North Carolina","Sampson",2016,34623
"North Carolina","Scotland",2016,30370
"North Carolina","Stanly",2016,36037
"North Carolina","Stokes",2016,34130
"North Carolina","Surry",2016,36283
"North Carolina","Swain",2016,35771
"North Carolina","Transylvania",2016,38964
"North Carolina","Tyrrell",2016,30271
"North Carolina","Union",2016,47809
"North Carolina","Vance",2016,32991
"North Carolina","Wake",2016,54584
"North Carolina","Warren",2016,28793
"North Carolina","Washington",2016,33743
"North Carolina","Watauga",2016,34244
"North Carolina","Wayne",2016,35607
"North Carolina","Wilkes",2016,34008
"North Carolina","Wilson",2016,37933
"North Carolina","Yadkin",2016,34630
"North Carolina","Yancey",2016,33002
"North Dakota",NA,2016,52525
"North Dakota","Adams",2016,49859
"North Dakota","Barnes",2016,52014
"North Dakota","Benson",2016,32423
"North Dakota","Billings",2016,66091
"North Dakota","Bottineau",2016,49074
"North Dakota","Bowman",2016,55042
"North Dakota","Burke",2016,60535
"North Dakota","Burleigh",2016,56668
"North Dakota","Cass",2016,54363
"North Dakota","Cavalier",2016,60786
"North Dakota","Dickey",2016,50502
"North Dakota","Divide",2016,47777
"North Dakota","Dunn",2016,54007
"North Dakota","Eddy",2016,48949
"North Dakota","Emmons",2016,49078
"North Dakota","Foster",2016,63074
"North Dakota","Golden Valley",2016,41822
"North Dakota","Grand Forks",2016,48447
"North Dakota","Grant",2016,41088
"North Dakota","Griggs",2016,57999
"North Dakota","Hettinger",2016,37691
"North Dakota","Kidder",2016,44315
"North Dakota","LaMoure",2016,52918
"North Dakota","Logan",2016,52883
"North Dakota","McHenry",2016,46451
"North Dakota","McIntosh",2016,51008
"North Dakota","McKenzie",2016,54586
"North Dakota","McLean",2016,51122
"North Dakota","Mercer",2016,57709
"North Dakota","Morton",2016,50424
"North Dakota","Mountrail",2016,52105
"North Dakota","Nelson",2016,56927
"North Dakota","Oliver",2016,46660
"North Dakota","Pembina",2016,49327
"North Dakota","Pierce",2016,41075
"North Dakota","Ramsey",2016,47748
"North Dakota","Ransom",2016,48911
"North Dakota","Renville",2016,55668
"North Dakota","Richland",2016,48665
"North Dakota","Rolette",2016,33748
"North Dakota","Sargent",2016,60879
"North Dakota","Sheridan",2016,40398
"North Dakota","Sioux",2016,28333
"North Dakota","Slope",2016,53031
"North Dakota","Stark",2016,60023
"North Dakota","Steele",2016,65981
"North Dakota","Stutsman",2016,50879
"North Dakota","Towner",2016,44820
"North Dakota","Traill",2016,48598
"North Dakota","Walsh",2016,44300
"North Dakota","Ward",2016,51464
"North Dakota","Wells",2016,51594
"North Dakota","Williams",2016,63594
"Ohio",NA,2016,45040
"Ohio","Adams",2016,32176
"Ohio","Allen",2016,39146
"Ohio","Ashland",2016,35565
"Ohio","Ashtabula",2016,35556
"Ohio","Athens",2016,31366
"Ohio","Auglaize",2016,43996
"Ohio","Belmont",2016,36586
"Ohio","Brown",2016,34167
"Ohio","Butler",2016,43317
"Ohio","Carroll",2016,35653
"Ohio","Champaign",2016,37915
"Ohio","Clark",2016,37843
"Ohio","Clermont",2016,48658
"Ohio","Clinton",2016,41980
"Ohio","Columbiana",2016,35263
"Ohio","Coshocton",2016,32208
"Ohio","Crawford",2016,35444
"Ohio","Cuyahoga",2016,50391
"Ohio","Darke",2016,37917
"Ohio","Defiance",2016,38724
"Ohio","Delaware",2016,68467
"Ohio","Erie",2016,60886
"Ohio","Fairfield",2016,42762
"Ohio","Fayette",2016,35854
"Ohio","Franklin",2016,47918
"Ohio","Fulton",2016,42306
"Ohio","Gallia",2016,36001
"Ohio","Geauga",2016,63564
"Ohio","Greene",2016,46317
"Ohio","Guernsey",2016,36305
"Ohio","Hamilton",2016,54700
"Ohio","Hancock",2016,52360
"Ohio","Hardin",2016,30500
"Ohio","Harrison",2016,34116
"Ohio","Henry",2016,42306
"Ohio","Highland",2016,33243
"Ohio","Hocking",2016,35190
"Ohio","Holmes",2016,38905
"Ohio","Huron",2016,37565
"Ohio","Jackson",2016,33774
"Ohio","Jefferson",2016,35264
"Ohio","Knox",2016,39309
"Ohio","Lake",2016,46768
"Ohio","Lawrence",2016,35217
"Ohio","Licking",2016,42789
"Ohio","Logan",2016,39445
"Ohio","Lorain",2016,42822
"Ohio","Lucas",2016,43390
"Ohio","Madison",2016,39039
"Ohio","Mahoning",2016,40694
"Ohio","Marion",2016,34690
"Ohio","Medina",2016,51785
"Ohio","Meigs",2016,32100
"Ohio","Mercer",2016,44913
"Ohio","Miami",2016,43525
"Ohio","Monroe",2016,29976
"Ohio","Montgomery",2016,43228
"Ohio","Morgan",2016,30408
"Ohio","Morrow",2016,35983
"Ohio","Muskingum",2016,38140
"Ohio","Noble",2016,24768
"Ohio","Ottawa",2016,47787
"Ohio","Paulding",2016,36601
"Ohio","Perry",2016,34485
"Ohio","Pickaway",2016,37691
"Ohio","Pike",2016,33975
"Ohio","Portage",2016,40422
"Ohio","Preble",2016,37549
"Ohio","Putnam",2016,44500
"Ohio","Richland",2016,36368
"Ohio","Ross",2016,34179
"Ohio","Sandusky",2016,38391
"Ohio","Scioto",2016,35562
"Ohio","Seneca",2016,37873
"Ohio","Shelby",2016,42240
"Ohio","Stark",2016,41709
"Ohio","Summit",2016,47046
"Ohio","Trumbull",2016,38255
"Ohio","Tuscarawas",2016,39793
"Ohio","Union",2016,48609
"Ohio","Van Wert",2016,38295
"Ohio","Vinton",2016,30999
"Ohio","Warren",2016,54911
"Ohio","Washington",2016,39217
"Ohio","Wayne",2016,39960
"Ohio","Williams",2016,38940
"Ohio","Wood",2016,44125
"Ohio","Wyandot",2016,40336
"Oklahoma",NA,2016,41871
"Oklahoma","Adair",2016,27597
"Oklahoma","Alfalfa",2016,37194
"Oklahoma","Atoka",2016,29670
"Oklahoma","Beaver",2016,43884
"Oklahoma","Beckham",2016,33587
"Oklahoma","Blaine",2016,35304
"Oklahoma","Bryan",2016,32318
"Oklahoma","Caddo",2016,30682
"Oklahoma","Canadian",2016,42007
"Oklahoma","Carter",2016,39629
"Oklahoma","Cherokee",2016,30188
"Oklahoma","Choctaw",2016,30170
"Oklahoma","Cimarron",2016,56653
"Oklahoma","Cleveland",2016,42039
"Oklahoma","Coal",2016,30583
"Oklahoma","Comanche",2016,38902
"Oklahoma","Cotton",2016,38337
"Oklahoma","Craig",2016,33932
"Oklahoma","Creek",2016,38373
"Oklahoma","Custer",2016,36324
"Oklahoma","Delaware",2016,29826
"Oklahoma","Dewey",2016,40642
"Oklahoma","Ellis",2016,45647
"Oklahoma","Garfield",2016,43530
"Oklahoma","Garvin",2016,34679
"Oklahoma","Grady",2016,36453
"Oklahoma","Grant",2016,44254
"Oklahoma","Greer",2016,26602
"Oklahoma","Harmon",2016,36174
"Oklahoma","Harper",2016,43724
"Oklahoma","Haskell",2016,31768
"Oklahoma","Hughes",2016,29019
"Oklahoma","Jackson",2016,36676
"Oklahoma","Jefferson",2016,32209
"Oklahoma","Johnston",2016,32246
"Oklahoma","Kay",2016,38237
"Oklahoma","Kingfisher",2016,44057
"Oklahoma","Kiowa",2016,32664
"Oklahoma","Latimer",2016,32363
"Oklahoma","Le Flore",2016,30613
"Oklahoma","Lincoln",2016,33576
"Oklahoma","Logan",2016,37909
"Oklahoma","Love",2016,35820
"Oklahoma","McClain",2016,41891
"Oklahoma","McCurtain",2016,30350
"Oklahoma","McIntosh",2016,32124
"Oklahoma","Major",2016,38290
"Oklahoma","Marshall",2016,30822
"Oklahoma","Mayes",2016,33051
"Oklahoma","Murray",2016,39245
"Oklahoma","Muskogee",2016,34731
"Oklahoma","Noble",2016,38953
"Oklahoma","Nowata",2016,33361
"Oklahoma","Okfuskee",2016,28506
"Oklahoma","Oklahoma",2016,47296
"Oklahoma","Okmulgee",2016,31702
"Oklahoma","Osage",2016,33181
"Oklahoma","Ottawa",2016,33875
"Oklahoma","Pawnee",2016,32848
"Oklahoma","Payne",2016,34461
"Oklahoma","Pittsburg",2016,35373
"Oklahoma","Pontotoc",2016,39147
"Oklahoma","Pottawatomie",2016,35064
"Oklahoma","Pushmataha",2016,31258
"Oklahoma","Roger Mills",2016,44243
"Oklahoma","Rogers",2016,42056
"Oklahoma","Seminole",2016,31048
"Oklahoma","Sequoyah",2016,31801
"Oklahoma","Stephens",2016,38452
"Oklahoma","Texas",2016,41096
"Oklahoma","Tillman",2016,39356
"Oklahoma","Tulsa",2016,53713
"Oklahoma","Wagoner",2016,37146
"Oklahoma","Washington",2016,50886
"Oklahoma","Washita",2016,30953
"Oklahoma","Woods",2016,41442
"Oklahoma","Woodward",2016,40132
"Oregon",NA,2016,46498
"Oregon","Baker",2016,38311
"Oregon","Benton",2016,43623
"Oregon","Clackamas",2016,53777
"Oregon","Clatsop",2016,41384
"Oregon","Columbia",2016,40836
"Oregon","Coos",2016,40609
"Oregon","Crook",2016,38443
"Oregon","Curry",2016,39898
"Oregon","Deschutes",2016,50195
"Oregon","Douglas",2016,37839
"Oregon","Gilliam",2016,45313
"Oregon","Grant",2016,39691
"Oregon","Harney",2016,37435
"Oregon","Hood River",2016,49463
"Oregon","Jackson",2016,43151
"Oregon","Jefferson",2016,31565
"Oregon","Josephine",2016,37775
"Oregon","Klamath",2016,37285
"Oregon","Lake",2016,38498
"Oregon","Lane",2016,42254
"Oregon","Lincoln",2016,40761
"Oregon","Linn",2016,39164
"Oregon","Malheur",2016,29404
"Oregon","Marion",2016,39736
"Oregon","Morrow",2016,40059
"Oregon","Multnomah",2016,52055
"Oregon","Polk",2016,38675
"Oregon","Sherman",2016,48553
"Oregon","Tillamook",2016,40820
"Oregon","Umatilla",2016,36894
"Oregon","Union",2016,37111
"Oregon","Wallowa",2016,42677
"Oregon","Wasco",2016,41836
"Oregon","Washington",2016,55017
"Oregon","Wheeler",2016,35835
"Oregon","Yamhill",2016,41600
"Pennsylvania",NA,2016,51614
"Pennsylvania","Adams",2016,45343
"Pennsylvania","Allegheny",2016,55464
"Pennsylvania","Armstrong",2016,40120
"Pennsylvania","Beaver",2016,44329
"Pennsylvania","Bedford",2016,38435
"Pennsylvania","Berks",2016,45863
"Pennsylvania","Blair",2016,42717
"Pennsylvania","Bradford",2016,37485
"Pennsylvania","Bucks",2016,67358
"Pennsylvania","Butler",2016,53656
"Pennsylvania","Cambria",2016,39656
"Pennsylvania","Cameron",2016,44161
"Pennsylvania","Carbon",2016,47346
"Pennsylvania","Centre",2016,42183
"Pennsylvania","Chester",2016,74739
"Pennsylvania","Clarion",2016,38443
"Pennsylvania","Clearfield",2016,40799
"Pennsylvania","Clinton",2016,36499
"Pennsylvania","Columbia",2016,38917
"Pennsylvania","Crawford",2016,37374
"Pennsylvania","Cumberland",2016,50800
"Pennsylvania","Dauphin",2016,47037
"Pennsylvania","Delaware",2016,60456
"Pennsylvania","Elk",2016,44268
"Pennsylvania","Erie",2016,41156
"Pennsylvania","Fayette",2016,38926
"Pennsylvania","Forest",2016,21862
"Pennsylvania","Franklin",2016,42597
"Pennsylvania","Fulton",2016,39538
"Pennsylvania","Greene",2016,38705
"Pennsylvania","Huntingdon",2016,34707
"Pennsylvania","Indiana",2016,36156
"Pennsylvania","Jefferson",2016,39893
"Pennsylvania","Juniata",2016,39453
"Pennsylvania","Lackawanna",2016,44149
"Pennsylvania","Lancaster",2016,47611
"Pennsylvania","Lawrence",2016,39992
"Pennsylvania","Lebanon",2016,44177
"Pennsylvania","Lehigh",2016,49679
"Pennsylvania","Luzerne",2016,41900
"Pennsylvania","Lycoming",2016,39990
"Pennsylvania","McKean",2016,41477
"Pennsylvania","Mercer",2016,38996
"Pennsylvania","Mifflin",2016,36080
"Pennsylvania","Monroe",2016,39509
"Pennsylvania","Montgomery",2016,75430
"Pennsylvania","Montour",2016,53229
"Pennsylvania","Northampton",2016,49921
"Pennsylvania","Northumberland",2016,38275
"Pennsylvania","Perry",2016,40705
"Pennsylvania","Philadelphia",2016,54408
"Pennsylvania","Pike",2016,44130
"Pennsylvania","Potter",2016,37357
"Pennsylvania","Schuylkill",2016,39075
"Pennsylvania","Snyder",2016,38721
"Pennsylvania","Somerset",2016,38156
"Pennsylvania","Sullivan",2016,41907
"Pennsylvania","Susquehanna",2016,39793
"Pennsylvania","Tioga",2016,37713
"Pennsylvania","Union",2016,36966
"Pennsylvania","Venango",2016,38504
"Pennsylvania","Warren",2016,38709
"Pennsylvania","Washington",2016,52668
"Pennsylvania","Wayne",2016,39846
"Pennsylvania","Westmoreland",2016,47363
"Pennsylvania","Wyoming",2016,41215
"Pennsylvania","York",2016,45971
"Rhode Island",NA,2016,50541
"Rhode Island","Bristol",2016,72255
"Rhode Island","Kent",2016,54493
"Rhode Island","Newport",2016,61863
"Rhode Island","Providence",2016,44577
"Rhode Island","Washington",2016,59576
"South Carolina",NA,2016,40404
"South Carolina","Abbeville",2016,31893
"South Carolina","Aiken",2016,39387
"South Carolina","Allendale",2016,29642
"South Carolina","Anderson",2016,37066
"South Carolina","Bamberg",2016,31047
"South Carolina","Barnwell",2016,31489
"South Carolina","Beaufort",2016,52147
"South Carolina","Berkeley",2016,36813
"South Carolina","Calhoun",2016,35244
"South Carolina","Charleston",2016,55573
"South Carolina","Cherokee",2016,30534
"South Carolina","Chester",2016,31277
"South Carolina","Chesterfield",2016,28336
"South Carolina","Clarendon",2016,30846
"South Carolina","Colleton",2016,33068
"South Carolina","Darlington",2016,34273
"South Carolina","Dillon",2016,26281
"South Carolina","Dorchester",2016,36085
"South Carolina","Edgefield",2016,33600
"South Carolina","Fairfield",2016,34877
"South Carolina","Florence",2016,38998
"South Carolina","Georgetown",2016,42897
"South Carolina","Greenville",2016,44869
"South Carolina","Greenwood",2016,34774
"South Carolina","Hampton",2016,29866
"South Carolina","Horry",2016,35095
"South Carolina","Jasper",2016,27345
"South Carolina","Kershaw",2016,38575
"South Carolina","Lancaster",2016,43592
"South Carolina","Laurens",2016,32175
"South Carolina","Lee",2016,30186
"South Carolina","Lexington",2016,43666
"South Carolina","McCormick",2016,33977
"South Carolina","Marion",2016,28828
"South Carolina","Marlboro",2016,28848
"South Carolina","Newberry",2016,35946
"South Carolina","Oconee",2016,39806
"South Carolina","Orangeburg",2016,31632
"South Carolina","Pickens",2016,35645
"South Carolina","Richland",2016,42473
"South Carolina","Saluda",2016,32473
"South Carolina","Spartanburg",2016,40785
"South Carolina","Sumter",2016,35764
"South Carolina","Union",2016,30339
"South Carolina","Williamsburg",2016,30013
"South Carolina","York",2016,43080
"South Dakota",NA,2016,48627
"South Dakota","Aurora",2016,40661
"South Dakota","Beadle",2016,48832
"South Dakota","Bennett",2016,26808
"South Dakota","Bon Homme",2016,33875
"South Dakota","Brookings",2016,44118
"South Dakota","Brown",2016,50902
"South Dakota","Brule",2016,40872
"South Dakota","Buffalo",2016,20533
"South Dakota","Butte",2016,35396
"South Dakota","Campbell",2016,45845
"South Dakota","Charles Mix",2016,39701
"South Dakota","Clark",2016,45991
"South Dakota","Clay",2016,37567
"South Dakota","Codington",2016,44518
"South Dakota","Corson",2016,26227
"South Dakota","Custer",2016,45223
"South Dakota","Davison",2016,47767
"South Dakota","Day",2016,41171
"South Dakota","Deuel",2016,50617
"South Dakota","Dewey",2016,36147
"South Dakota","Douglas",2016,55236
"South Dakota","Edmunds",2016,44248
"South Dakota","Fall River",2016,44010
"South Dakota","Faulk",2016,34078
"South Dakota","Grant",2016,56851
"South Dakota","Gregory",2016,43088
"South Dakota","Haakon",2016,44190
"South Dakota","Hamlin",2016,42138
"South Dakota","Hand",2016,44942
"South Dakota","Hanson",2016,58164
"South Dakota","Harding",2016,50540
"South Dakota","Hughes",2016,50514
